1,0.01694915254237288;[0.0162868  0.09073744];[5.0118487  0.06759471]
3,0.01694915254237288;[0.0162868  0.09073744];[5.01203717 0.09487341]
5,0.01694915254237288;[0.01626652 0.09065592];[5.01104791 0.09440993]
7,0.01694915254237288;[0.01626673 0.09066025];[5.01365218 0.09447739]
9,0.01694915254237288;[0.01626675 0.09066019];[5.01370552 0.09461974]
19,0.01694915254237288;[0.01626675 0.09066019];[5.01474948 0.09480269]
