1,0.01694915254237288;[0.0162868  0.09073744];[30.04013947  0.03004127]
3,0.01694915254237288;[0.0162868  0.09073744];[30.0022585   0.10531837]
5,0.01694915254237288;[0.01626652 0.09065592];[30.00043304  0.11412088]
7,0.01694915254237288;[0.01626673 0.09066025];[30.00631907  0.12173662]
9,0.01694915254237288;[0.01626675 0.09066019];[30.01249434  0.11743339]
19,0.01694915254237288;[0.01626675 0.09066019];[30.00960656  0.08851557]
